Longitude,Latitude,fid,CEC,Elevation,Slope,Aspect,Curvature,TWI,TPI,SR_L,NR_L,Treatment,NDVI_20170407,NDVI_20170507,NDVI_20170611,NDVI_20170701,NDVI_20170717,NDVI_20170819,NDVI_20170901,NDVI_20170916,NDVI_20170929,Yield
416591,4655376,4108,36.15219752,870.3909844,0.057933923,3.086748123,0.0000376,6.174067497,0.052694239,B,D,BD,0.200587826,0.166222733,0.363567154,0.809360623,0.849575472,0.842602544,0.810097117,0.582561059,0.383944354,15836.00234
416729,4655376,4154,34.54038705,869.7529093,0.029741292,2.960265319,0.002319325,9.869466782,-0.007767155,C,D,CD,0.182961291,0.163040121,0.39463314,0.817579838,0.850602977,0.844066454,0.814208349,0.595306053,0.359428836,16652.16989
416684,4655376,4139,32.26230282,871.0044895,0.044795899,2.879555782,-0.006463275,5.59614261,0.059752899,B,B,BB,0.221945481,0.160354815,0.364335543,0.807538064,0.849858793,0.843636846,0.805076877,0.60157492,0.416183919,14150.40081
416837,4655376,4190,36.6385409,867.731208,0.115069568,3.470676184,0.012220925,6.534464836,-0.05800996,D,B,DB,0.184004633,0.17444435,0.377336053,0.824841374,0.860011366,0.846088321,0.811015857,0.608796957,0.386628359,16609.48698
416918,4655376,4217,32.28054301,868.2154134,0.060532976,2.741221269,-0.012570477,6.821651459,-0.083170898,D,C,DC,0.192785401,0.164572275,0.380051544,0.830965784,0.867724779,0.845309043,0.808780246,0.610165044,0.394670098,16162.20585
416888,4655376,4207,35.03130383,868.6648153,0.109264346,3.135730982,-0.003098046,5.249478658,0.031147982,D,C,DC,0.207685036,0.189378409,0.359673026,0.805362426,0.858543723,0.847879634,0.806828891,0.61595804,0.410667585,15608.57234
416993,4655376,4242,35.32819748,867.2969564,0.018230071,1.918887218,-0.0069245,9.70755291,-0.018270736,A,C,AC,0.194335653,0.163929202,0.359369163,0.816229968,0.849677188,0.841628631,0.807664893,0.589078543,0.371290757,12354.42564
417116,4655376,4283,19.50469271,867.2856988,0.075266615,0.534244955,-0.005480923,5.220712662,0.118649513,A,B,AB,0.193800855,0.173458497,0.363182528,0.785956632,0.84527113,0.833363339,0.788745432,0.546740657,0.358542403,15533.95303
417080,4655376,4271,26.77146339,867.221951,0.088810831,5.90429163,0.006619482,6.070607662,0.026140625,A,B,AB,0.194752443,0.168285269,0.354616653,0.802804283,0.852645221,0.842600749,0.808206495,0.6337234,0.417897037,12133.14197
417188,4655376,4307,18.61982388,866.078654,0.028961188,2.244744321,0.000927082,11.34849072,-0.010562207,C,C,CC,0.188324644,0.176214543,0.374074585,0.790011841,0.842649648,0.832725138,0.789180129,0.56303225,0.363875167,13973.52929
417134,4655376,4289,17.09588178,867.0044759,0.040766456,0.483786643,-0.001579698,6.980380058,0.028091862,A,B,AB,0.199386239,0.153990513,0.361274717,0.805064346,0.846887956,0.834259802,0.790953501,0.557148288,0.375241373,15848.55275
416522,4655373,4341,25.99287054,872.6573825,0.122745223,1.489785314,-0.032759018,5.04268837,0.064988866,C,C,CC,0.186819647,0.146433237,0.375543374,0.795849893,0.857670491,0.841535671,0.787694274,0.530787205,0.358140953,15348.53753
416624,4655367,4887,38.44550917,869.4278429,0.044654688,3.179191669,-0.000228663,9.875025749,-0.149781734,C,D,CD,0.188801412,0.155882683,0.379571644,0.807844813,0.852792098,0.845965603,0.807216619,0.579311596,0.356215485,15714.54988
416726,4655367,4921,36.57094744,869.3512099,0.050358355,2.714898348,-0.003382393,8.269414902,0.019863183,A,A,AA,0.199626721,0.165516871,0.380454804,0.814721286,0.844786142,0.837393747,0.798000813,0.57759064,0.362992566,14662.56989
416684,4655367,4907,34.35167313,870.4833849,0.047892296,2.830379089,-0.003211191,5.946479162,0.021512078,D,C,DC,0.21182925,0.162583065,0.392217889,0.821211917,0.855647156,0.843875542,0.806041772,0.592536653,0.389061806,15969.44305
416816,4655367,4951,37.32741165,867.06191,0.04445928,3.337643385,0.00544936,12.61990261,-0.131139159,C,A,CA,0.188417312,0.172752949,0.37518828,0.831426346,0.854072245,0.847483304,0.814308344,0.62895165,0.40337934,17400.49097
416765,4655367,4934,36.90798823,868.0036011,0.098646216,2.670688629,-0.011530148,6.336402893,-0.151475191,A,A,AA,0.18996754,0.171600734,0.425259675,0.837140859,0.853920648,0.846474812,0.806604501,0.619837025,0.41594476,16645.60673
416876,4655367,4971,36.28898409,867.6971639,0.08723563,3.32417345,0.001355486,14.35369301,-0.077561818,C,A,CA,0.189507835,0.160290659,0.387317773,0.818054721,0.847049537,0.845847263,0.805723054,0.568818593,0.357342892,16654.88366
417017,4655367,5018,33.33054182,867.0819973,0.040348068,6.211458683,-0.003032469,8.961708069,-0.069791697,A,B,AB,0.205829787,0.148333751,0.349928342,0.802860228,0.854966501,0.847031199,0.820229634,0.650348598,0.433363967,17022.76843
416945,4655367,4994,29.21323183,868.4232517,0.070266247,0.077066004,-0.004512994,6.545129299,-0.038409766,D,A,DA,0.203379765,0.162254957,0.403002367,0.83623805,0.860520363,0.844707907,0.816292276,0.585415141,0.36635363,15391.09384
417065,4655367,5034,27.30612967,867.4377374,0.083676048,5.854421616,0.006827507,6.501201153,-0.092445016,A,C,AC,0.217883233,0.170938019,0.367236076,0.805926203,0.855012698,0.840492641,0.809180331,0.636196577,0.421225109,16596.52387
417188,4655367,5075,17.11713219,866.3612332,0.021339566,0.703246812,-0.001290124,12.67722988,-0.134140104,C,C,CC,0.200201062,0.176864889,0.375898737,0.786658268,0.839867648,0.834824241,0.797515239,0.568440108,0.364669374,15170.81775
417137,4655367,5058,15.42601342,867.2447917,0.030418798,0.7102561,-0.004644033,8.842505455,-0.137304395,B,C,BC,0.198412189,0.184242494,0.395808836,0.820515344,0.849823143,0.838520223,0.799866781,0.538728521,0.353218639,16037.83002
416510,4655364,5105,22.75602976,874.1484239,0.096002874,1.768051028,-0.02368009,4.71313254,0.197530856,C,C,CC,0.184853344,0.134631618,0.316823966,0.721079135,0.840217018,0.826002342,0.772091701,0.529354095,0.353904213,12076.69965
416474,4655364,5093,23.63107851,875.0998603,0.013628842,4.3774484,0.003421689,6.224733565,0.061818675,C,C,CC,0.181973003,0.150956614,0.297900489,0.721364387,0.833287258,0.833863757,0.797789848,0.591851264,0.398619314,14709.09313
416609,4655370,4626,37.61225679,869.6412557,0.065814999,2.856904639,-0.006081979,6.596212281,-0.033799263,B,D,BD,0.190923446,0.153329854,0.348622955,0.806212332,0.847723576,0.842776838,0.803725697,0.564974465,0.361625944,16554.09558
416558,4655370,4609,34.54869885,870.3416748,0.036008888,2.087895592,-0.005668038,8.106410238,-0.049824349,B,D,BD,0.204813803,0.170069137,0.366504857,0.81607583,0.852221451,0.842971976,0.814430923,0.585466374,0.351634167,16159.76634
416741,4655370,4670,36.47318098,869.1991306,0.054151231,2.951184352,0.001694338,6.195669492,0.046751368,A,A,AA,0.185231074,0.160972959,0.390517213,0.826192607,0.842748505,0.842243667,0.793676756,0.572460444,0.349184142,14636.97126
416693,4655370,4654,33.96348445,870.3802558,0.057714006,2.65103515,-0.007462284,5.684696303,0.031532052,D,C,DC,0.183754199,0.15448203,0.383596163,0.826247047,0.855628127,0.848616929,0.799990834,0.563745787,0.374882086,16011.10021
416801,4655370,4690,37.00604163,867.1043362,0.060882981,2.873902718,-0.009532994,12.01273727,-0.192604164,C,A,CA,0.184486623,0.19512834,0.388705544,0.83750326,0.864969764,0.850492115,0.815705957,0.654001281,0.41779589,17427.57928
416756,4655370,4675,36.55202145,868.6536933,0.095982266,2.792199612,-0.002970737,5.567817688,0.002507714,A,A,AA,0.186494018,0.171546689,0.403281896,0.816607132,0.850273043,0.842471407,0.798386024,0.588774764,0.381892124,16612.45909
416897,4655370,4722,34.88634067,868.1240031,0.086920612,3.073356628,-0.004549199,8.110301654,-0.090872591,D,B,DB,0.165191489,0.173704558,0.408733846,0.826548977,0.848192268,0.85466914,0.806304874,0.571439716,0.360031639,15610.18791
416864,4655370,4711,36.09576755,867.8538344,0.103685713,3.207650979,0.001502829,9.159077644,-0.113709465,C,A,CA,0.197440724,0.179738206,0.394164031,0.814090722,0.853939876,0.84327464,0.816909783,0.57978895,0.381670151,15682.55522
416990,4655370,4753,33.94188054,867.3873223,0.031242713,1.103083829,-0.00624293,9.964229902,-0.142796616,A,C,AC,0.17364749,0.1606775,0.377033728,0.821017087,0.853093579,0.841811903,0.806010268,0.595025116,0.383039636,16324.94409
417116,4655370,4795,18.19459512,867.7444255,0.064697315,0.918477297,-0.007871793,5.700778325,0.036899577,A,B,AB,0.209514224,0.165431649,0.362295439,0.799532766,0.845293246,0.832698976,0.7980803,0.549014506,0.36120442,15522.62043
417071,4655370,4780,27.03712972,867.4161309,0.079361146,5.847192287,0.007096422,6.196875413,-0.014997624,A,B,AB,0.205712881,0.172356083,0.353300007,0.813734764,0.854722678,0.84339799,0.808603823,0.635345807,0.411856368,14266.86438
417209,4655370,4826,19.22429297,866.6419746,0.090631873,4.927267763,0.026704259,6.085924519,-0.296487004,C,C,CC,0.173259197,0.148033774,0.365379295,0.798312366,0.854448292,0.842757591,0.795119001,0.598636706,0.399863017,16316.09275
417173,4655370,4814,16.50800069,866.4810384,0.046878606,0.902603242,-0.009238778,6.615128623,-0.010093544,C,C,CC,0.175777192,0.181563222,0.368750374,0.796369327,0.84498248,0.82564673,0.777036455,0.535762115,0.343961057,15071.2904
416546,4655367,4861,32.63143921,870.7207438,0.052595109,1.635515213,-0.012332574,7.193871021,-0.088602051,B,D,BD,0.193006106,0.167503141,0.375110594,0.813644536,0.851086922,0.845293033,0.806166393,0.582075883,0.363133444,17064.99749
416633,4655385,3354,34.96203444,870.3178779,0.061027118,3.507247421,0.00015004,7.680523449,-0.025471409,B,B,BB,0.178053989,0.173169117,0.37425674,0.81796767,0.856540014,0.844520015,0.8056917,0.620965719,0.376383981,15505.94059
416567,4655385,3332,35.83695263,870.4883898,0.035601941,3.752841949,0.006523984,7.698500951,-0.037255404,A,D,AD,0.190375591,0.177022021,0.357098505,0.815794369,0.838648855,0.835154029,0.81111001,0.578793505,0.389946452,16178.0005
416714,4655385,3381,32.64679548,870.2435303,0.040294699,1.667015619,-0.010760903,6.424132082,-0.007663672,C,D,CD,0.216646845,0.167651248,0.37133435,0.824558315,0.864727498,0.844957777,0.81196367,0.641179966,0.422033378,17457.40215
416822,4655385,3417,36.37583372,868.0933702,0.104005421,3.558690786,0.009191749,7.386484782,-0.113859475,D,B,DB,0.186353447,0.184699781,0.335596861,0.817060586,0.864272494,0.85315244,0.818784281,0.591110808,0.399904545,12580.35433
416786,4655385,3405,33.9556889,868.6541816,0.157653381,2.716877302,-0.014640221,5.112384955,-0.028787793,C,D,CD,0.189606302,0.160227514,0.342423463,0.814665404,0.853049093,0.845084387,0.798816502,0.621665758,0.390047602,14562.85481
416936,4655385,3455,31.42075984,868.4014214,0.024960123,2.530187686,-0.00725735,8.431809266,-0.030117026,D,C,DC,0.210710989,0.167235235,0.397591721,0.829980486,0.859187904,0.851886937,0.812445871,0.590818587,0.363281103,15742.54575
416852,4655385,3427,34.86298413,869.2562595,0.106782533,3.348371903,0.00327724,5.212290287,0.100310874,D,B,DB,0.195494718,0.155235515,0.346114094,0.806364293,0.860318381,0.845225792,0.80786965,0.587976356,0.358858418,14276.07062
416987,4655385,3472,36.37738758,867.4809435,0.029354737,1.844205817,-0.007550723,6.958374659,0.017601921,A,C,AC,0.200256875,0.175327821,0.365525122,0.806414071,0.859130577,0.84280992,0.803917269,0.603878718,0.375613293,16340.74615
416954,4655385,3461,32.61795086,868.0481025,0.03000745,2.459160911,-0.004382429,7.798893611,-0.017108593,D,C,DC,0.158828413,0.161498309,0.384768352,0.830543562,0.854286847,0.853950028,0.811570695,0.562495041,0.359853826,12805.31701
417059,4655385,3496,32.04143906,866.5264689,0.046470472,6.159729163,-0.001172812,7.846873124,-0.101449945,A,B,AB,0.196078361,0.155707169,0.372000901,0.818335076,0.85765489,0.843543229,0.807502817,0.624050729,0.400737173,16179.77001
417218,4655385,3549,21.6730086,866.8259888,0.153183531,4.761848132,0.029173947,5.530930201,0.085608658,C,C,CC,0.212443486,0.195005478,0.404800029,0.735732608,0.831704392,0.830412271,0.770076789,0.590544704,0.430249198,14552.54451
417131,4655385,3520,19.26031113,866.6662394,0.041473287,0.290209244,-0.001796727,7.444741408,-0.089432814,A,B,AB,0.203859744,0.147857408,0.353727995,0.795251237,0.851177188,0.842634301,0.783542041,0.560097035,0.366044061,15092.95677
416525,4655382,3574,27.64751646,872.1280857,0.124805778,1.377856016,-0.022125345,5.055426121,-0.006880664,C,C,CC,0.206580828,0.156641558,0.368741143,0.817468818,0.848973104,0.851509313,0.805891275,0.562608733,0.376119056,15911.08054
416555,4655388,3072,35.41208098,870.7951321,0.020994978,1.907248735,-0.002597838,7.679206848,-0.050430663,A,D,AD,0.206473184,0.184526491,0.351094266,0.812639447,0.849684904,0.83904257,0.79927189,0.577203925,0.36732391,15196.86867
416681,4655388,3114,29.76510896,871.5053236,0.023691118,2.223739862,-0.00499824,5.033660889,0.15758945,B,B,BB,0.221617163,0.154530696,0.35185737,0.806756644,0.851483174,0.85276845,0.809112256,0.641978862,0.412309838,14954.44758
416807,4655388,3156,35.35924318,868.1626994,0.121920921,2.851602316,-0.014426721,6.29373455,-0.150838479,D,B,DB,0.198747925,0.194052973,0.345434288,0.809637504,0.862880352,0.85071152,0.809997964,0.591752805,0.366642901,13536.18947
416897,4655388,3186,33.50231255,869.732761,0.065265439,2.619866848,-0.009991118,4.82383728,0.205733299,D,C,DC,0.206707954,0.159576517,0.338971062,0.809596188,0.861363838,0.849590814,0.818537804,0.610154355,0.402170415,17486.95507
416852,4655388,3171,34.50564151,869.5678711,0.103095949,3.330775023,0.002861133,5.187703133,0.105976857,D,B,DB,0.193742159,0.160509288,0.345420909,0.803111288,0.865589254,0.84428873,0.810961914,0.570362121,0.354439456,13966.51518
417002,4655388,3221,37.05012088,867.0810615,0.026113426,1.365131497,-0.008534334,8.196228027,0.013701855,A,C,AC,0.177233942,0.178702399,0.367457116,0.80126198,0.853455203,0.847145063,0.811429429,0.600514552,0.39668237,17265.35151
417104,4655388,3255,24.82481829,866.9791463,0.068774829,2.126553374,-0.00018179,6.132334868,-0.039905794,A,B,AB,0.195582591,0.174853949,0.356964237,0.812919923,0.847994985,0.839883867,0.795063301,0.607909647,0.417238251,16314.94231
417053,4655388,3238,33.18928274,866.3978611,0.033208047,2.092387519,-0.002097125,8.814318339,-0.100309893,A,B,AB,0.192777845,0.152274943,0.369513774,0.814606767,0.85142853,0.841152044,0.802097848,0.615533845,0.386601756,17010.79741
417161,4655388,3274,18.80068864,866.3214722,0.044653684,0.694872916,-0.00730601,6.728368282,0.059387792,C,C,CC,0.192426237,0.151107258,0.36089209,0.807617863,0.844260094,0.838095719,0.793246199,0.512510063,0.352286665,13807.47485
416519,4655385,3316,25.84201707,872.6524455,0.123746791,1.142953952,-0.022152101,4.854284392,0.073047885,C,C,CC,0.190365049,0.169028996,0.351096527,0.817199222,0.856876842,0.852642225,0.799133721,0.560409504,0.367866276,16691.09279
416462,4655385,3297,25.24210824,874.9041409,0.106340197,1.231372396,-0.035054581,5.010460854,-0.173269237,C,C,CC,0.256839696,0.224485789,0.373485055,0.69130794,0.798131905,0.800435046,0.769262576,0.590486144,0.420409664,12614.39246
416582,4655379,3849,35.81088299,870.5846083,0.053729999,3.291715542,0.004313466,5.628059705,0.075876792,A,D,AD,0.204665873,0.168962798,0.368229843,0.815751003,0.851726091,0.833659503,0.805651849,0.574872512,0.388886211,16390.74507
416726,4655379,3897,33.96931881,869.8708632,0.020088557,2.701321205,-0.000366649,10.62627602,-0.023762272,C,D,CD,0.196959253,0.184882409,0.392621041,0.824267395,0.851355508,0.84481533,0.811569916,0.603783608,0.376561111,17372.83056
416651,4655379,3872,33.68075816,870.568712,0.067579154,3.816893339,0.006807769,5.934024016,0.077759114,B,B,BB,0.187857082,0.14305005,0.385531814,0.818079974,0.852860982,0.842020328,0.804975918,0.602739059,0.390989563,15998.14976
416804,4655379,3923,36.52177472,867.5693834,0.089675571,2.898148245,-0.009925204,12.74819925,-0.173404268,D,B,DB,0.190481007,0.209795923,0.365124651,0.819336165,0.864999316,0.851216759,0.823202343,0.621897462,0.395129629,16822.69195
416753,4655379,3906,34.49895604,869.5688205,0.078993165,3.036512666,0.005937511,5.305287361,0.06097667,C,D,CD,0.204051612,0.153224429,0.396944987,0.824837343,0.856133968,0.843930985,0.803557577,0.624134415,0.413805296,16878.84184
416912,4655379,3959,32.99307124,868.5132175,0.081679446,2.646212816,-0.013016348,5.878932635,-0.011706866,D,C,DC,0.201412931,0.173312647,0.371452185,0.825717222,0.856513701,0.848746004,0.811664069,0.597457054,0.380846532,17354.19872
417011,4655379,3992,35.61488766,866.9037611,0.020963832,0.920961459,-0.007276548,10.93826962,-0.0332778,A,C,AC,0.183947912,0.157113962,0.368625595,0.808287791,0.854196146,0.845519116,0.792769723,0.616175786,0.364156893,13428.15289
416960,4655379,3975,32.50940704,867.734687,0.023730188,1.220603863,-0.005108081,10.93708611,-0.18924394,D,C,DC,0.183391221,0.166095577,0.382610659,0.821086686,0.857215282,0.852421862,0.798420533,0.572280362,0.359585059,15683.16926
417068,4655379,4011,29.52135997,866.7324015,0.077893642,5.92863173,0.003074688,6.527083609,-0.037652191,A,B,AB,0.214716651,0.175867693,0.34232863,0.815587491,0.847659861,0.840191517,0.807925642,0.635430773,0.432997127,15772.26619
417158,4655379,4041,17.00466855,866.7692057,0.029768607,0.439662026,-0.005201848,7.197261916,0.090708245,C,C,CC,0.17977992,0.187825824,0.354155748,0.794386348,0.84779858,0.835417975,0.779265206,0.502197932,0.338914511,13651.97838
416519,4655376,4084,25.37657187,873.0448947,0.127227947,1.413278063,-0.028288075,4.844934622,0.104294238,C,C,CC,0.176093419,0.14679426,0.372806107,0.80775566,0.856009169,0.842502618,0.784267881,0.534764881,0.345310304,15030.78456
416615,4655382,3604,36.57635201,870.2380371,0.080440484,2.805746794,-0.00425034,6.361960888,-0.008140234,A,D,AD,0.190687662,0.155555456,0.351875713,0.810458886,0.857620197,0.843765612,0.813629784,0.598647113,0.385425414,15921.91847
416576,4655382,3591,35.76137627,870.62323,0.052439213,3.622278214,0.007360131,5.725357056,0.059796873,A,D,AD,0.216613796,0.18156116,0.375885487,0.815948903,0.84711269,0.8436056,0.799865607,0.578962009,0.377488473,16276.4094
416681,4655382,3626,30.96801673,871.260376,0.041011065,2.800679207,-0.004886859,5.174990177,0.114556149,B,B,BB,0.222274528,0.166998454,0.342424622,0.799887716,0.853754808,0.844331685,0.80285566,0.627171978,0.432190548,12689.12171
416837,4655382,3678,36.10592948,868.3642714,0.118760608,3.489746809,0.012420721,5.501712799,0.013795215,D,B,DB,0.199526244,0.180866341,0.345312834,0.809363757,0.863051049,0.84367507,0.813336073,0.591639741,0.389860557,17221.17535
416750,4655382,3649,33.89389589,869.9295247,0.073049568,3.161201477,0.011478791,5.32179594,0.052546289,C,D,CD,0.214727728,0.156662618,0.39296695,0.818412427,0.862065037,0.846102158,0.805308253,0.628633748,0.421498782,17360.93947
416897,4655382,3698,33.98963843,869.1399129,0.087339781,2.929919481,-0.011124315,4.916985035,0.177140042,D,C,DC,0.208356821,0.165271087,0.350852035,0.807510399,0.860327982,0.85570604,0.813168074,0.615270657,0.404642255,14947.15808
417023,4655382,3740,35.2746298,866.7189602,0.025372948,0.320925921,-0.00429955,9.645030975,-0.028481704,A,C,AC,0.173824028,0.152732128,0.338072384,0.804092526,0.851100054,0.842519225,0.818381062,0.61793662,0.400831983,17133.82426
417008,4655382,3735,36.09826236,866.9612495,0.024594548,1.383505384,-0.007673221,9.42737929,-0.011528711,A,C,AC,0.194638065,0.1509483,0.366712624,0.810258611,0.851768599,0.842665418,0.797664991,0.604648545,0.38397899,16702.88789
417107,4655382,3768,22.69873767,867.2310723,0.078640454,0.084647827,-0.00072062,5.656801224,0.028803417,A,B,AB,0.213905212,0.18167206,0.33432346,0.799810942,0.846888778,0.834233141,0.795012186,0.611000544,0.40624256,16230.60644
417059,4655382,3752,31.46704992,866.6074422,0.055562293,6.110011895,0.0000913,7.503805637,-0.08200791,A,B,AB,0.193763381,0.160867927,0.372443308,0.819461147,0.857379818,0.845568264,0.816660084,0.63404186,0.405253427,15855.01551
417215,4655382,3804,21.21748161,866.6163194,0.172008544,4.80721283,0.029039415,5.523097038,-0.11290127,C,C,CC,0.204446015,0.154035498,0.382638023,0.75739675,0.841661665,0.841354676,0.783503748,0.601334405,0.40735004,14626.84715
417170,4655382,3789,18.32954619,866.2462429,0.051926725,0.817370415,-0.007640623,6.951898575,-0.0001,C,C,CC,0.18914089,0.159262109,0.365245654,0.786717333,0.832886686,0.826175718,0.778214416,0.537660296,0.351544123,13099.4876
416513,4655379,3826,23.89439392,873.6336127,0.108894944,1.244409654,-0.023149511,4.395025465,0.264973344,C,C,CC,0.192903764,0.141251223,0.337755399,0.795632849,0.856595115,0.84021991,0.781840543,0.527429504,0.342295069,12954.76739
416633,4655397,2330,31.95737818,870.9665663,0.054330202,3.110389153,-0.000746843,7.555799802,-0.110876595,B,B,BB,0.206755839,0.180920233,0.342336133,0.814855418,0.851139138,0.836534112,0.807796981,0.612776177,0.370493086,16407.82941
416594,4655397,2317,33.8720364,871.4670817,0.031525157,3.211630583,0.00370462,6.68671751,-0.010260579,A,D,AD,0.210831321,0.171184564,0.35147677,0.806102656,0.846872271,0.842009908,0.811645085,0.592394033,0.376490841,16631.57677
416714,4655397,2357,31.22198868,870.0492486,0.045742063,1.133754611,-0.009881446,6.209349314,0.016558691,C,D,CD,0.198509836,0.152507403,0.3602273,0.827325978,0.855512104,0.842468192,0.813356064,0.623075712,0.395653721,17277.35721
416840,4655397,2399,34.19976595,870.0799357,0.060471892,3.530945778,0.001668654,5.3763237,0.195955172,C,C,CC,0.1987422,0.158236175,0.33126644,0.792690528,0.855971936,0.841924111,0.810663582,0.578802549,0.362973552,17413.30229
416768,4655397,2375,29.94259071,871.2914564,0.060746064,3.194168727,0.006308821,4.937822978,0.244936009,C,D,CD,0.1969669,0.156235953,0.317065694,0.799343993,0.849545446,0.83410556,0.799308489,0.531406762,0.369079701,15979.91026
416843,4655397,2400,34.02260547,870.2978177,0.055928604,3.521561146,0.001269194,5.480322043,0.201903125,C,C,CC,0.197386392,0.156396161,0.331933618,0.792678929,0.853616185,0.840737018,0.813581115,0.576615639,0.360647081,17001.61263
417005,4655397,2454,37.65110016,866.9499173,0.02871977,1.491122007,-0.008064397,7.896263123,-0.001768457,C,C,CC,0.190657632,0.171711367,0.363407649,0.810793288,0.85330351,0.848052694,0.799972087,0.574382919,0.377875506,17083.16079
417116,4655397,2491,24.08328332,866.4514635,0.040587112,0.24782598,-0.002353698,6.360554695,0.053352147,C,C,CC,0.211553122,0.172729603,0.376371739,0.80873617,0.844717089,0.841152054,0.792172904,0.594192332,0.392898778,17329.79018
417035,4655397,2464,35.7334014,866.5034926,0.012254593,0.375515997,-0.001036957,11.62170219,0.005079102,C,C,CC,0.187121746,0.152450887,0.353379392,0.806166448,0.852538545,0.848941207,0.80899495,0.591942683,0.368911071,17092.93123
417191,4655397,2516,22.36343956,865.8436076,0.02303605,5.359741211,0.006275931,9.420845985,0.005392187,C,C,CC,0.217580843,0.157350714,0.364835885,0.761032873,0.843815036,0.829679984,0.78937956,0.611015317,0.406864342,13433.27515
417143,4655397,2500,20.57627402,866.3969659,0.033478922,4.149068691,-0.000932264,7.945942084,0.032425456,C,C,CC,0.202198347,0.169993195,0.368243622,0.801494164,0.85464064,0.849662003,0.789954984,0.561947438,0.357113861,15343.10196
416525,4655394,2550,29.45101908,872.1610921,0.076757001,1.359101494,-0.019603334,6.856071949,-0.118698629,C,C,CC,0.203373752,0.173103099,0.382448001,0.822821601,0.855508232,0.847169531,0.807148646,0.599482155,0.376387297,16433.1499
416477,4655394,2534,23.02186542,874.3560655,0.038121822,5.777344068,0.003114074,7.140154203,0.002005729,C,C,CC,0.184486203,0.14970828,0.310433277,0.74404203,0.84278957,0.834782807,0.803995463,0.657832413,0.464985374,14383.75879
416624,4655400,2071,32.12198978,871.2109985,0.052723877,2.93062279,-0.001227687,6.447075844,0.03062577,B,C,BC,0.208490429,0.164159379,0.344825532,0.810349583,0.858215885,0.848448624,0.810697524,0.605626505,0.400002667,16682.77109
416699,4655400,2096,29.65934372,870.7055461,0.051600249,1.209855398,-0.01444671,6.326008797,0.031115137,C,C,CC,0.191237964,0.16691439,0.331853116,0.807381997,0.85003672,0.851821022,0.80786245,0.594763999,0.406617625,17245.06042
416666,4655400,2085,28.21369955,871.8320652,0.026243156,3.163193305,-0.001016117,7.055980682,0.00325573,C,C,CC,0.20193941,0.183734244,0.344579406,0.801227597,0.848756937,0.84459546,0.807759821,0.603000188,0.390446645,16164.31688
416771,4655400,2120,29.19281154,871.6100667,0.046310162,3.139077028,0.004437121,5.654019674,0.143211847,C,C,CC,0.20724096,0.146075559,0.322061368,0.794508893,0.853614114,0.83627496,0.786909802,0.512351303,0.351103349,13804.59859
416924,4655400,2171,31.81777128,868.9015842,0.048876431,2.200578875,-0.010350993,8.131002161,-0.083791882,C,C,CC,0.227856994,0.172290808,0.368709545,0.807696442,0.854158304,0.854916969,0.793201201,0.573886383,0.339785264,17200.64579
416861,4655400,2150,33.00227017,870.8985189,0.012525518,2.985352198,-0.002035045,6.969746749,0.111920898,C,C,CC,0.201183924,0.157056102,0.298328902,0.785395716,0.859911703,0.84137436,0.808701859,0.605348901,0.38867807,17487.2357
416981,4655400,2190,37.15511322,867.679206,0.026258055,1.551115751,-0.0089827,8.505108515,-0.029965267,C,C,CC,0.191976672,0.158590913,0.365395241,0.823662026,0.856089195,0.83516287,0.799797187,0.577516456,0.35671519,17446.51546
417128,4655400,2239,22.72459963,866.0496419,0.042805867,1.560486209,0.001171294,7.824985186,-0.019625054,C,C,CC,0.201489334,0.176812226,0.381935475,0.804694116,0.849142235,0.844705571,0.796817876,0.542711503,0.347316238,16971.16417
417047,4655400,2212,35.04197269,866.302809,0.02068845,0.513483206,-0.002704948,11.74659538,0.007395443,C,C,CC,0.181233091,0.162197335,0.368011826,0.810986873,0.855911518,0.844254948,0.801791424,0.552868888,0.358617386,16184.0056
417197,4655400,2262,23.14525922,865.8733792,0.038445855,5.122487227,0.008839936,6.723930836,-0.027192806,C,C,CC,0.20801413,0.179478548,0.344659428,0.719794564,0.831496533,0.830650358,0.797491796,0.632926476,0.435216572,13941.6877
417146,4655400,2245,21.14223014,866.2705553,0.034314765,0.059691199,-0.00030141,7.854770501,0.003225716,C,C,CC,0.210285659,0.163100102,0.380171467,0.801795214,0.848453938,0.846741663,0.79085304,0.543926557,0.354823616,16377.04653
416528,4655397,2295,30.95716137,871.8401625,0.064646589,1.482486367,-0.020152089,7.13658603,-0.050153485,C,C,CC,0.204288074,0.174205762,0.381741491,0.816085069,0.854113205,0.848647162,0.804839491,0.601980027,0.377424899,16022.98581
416606,4655391,2833,34.5881318,871.1503567,0.033523951,2.913074732,-0.000104637,6.627479076,0.059376076,A,D,AD,0.195146265,0.168474948,0.347606822,0.809036644,0.847063162,0.84176646,0.802449331,0.597861085,0.38494348,16349.87328
416564,4655391,2819,35.79246775,870.6564874,0.02604576,4.215634346,0.006560953,9.311807632,-0.066102147,A,D,AD,0.189225301,0.166080586,0.347608072,0.80824331,0.847536712,0.842196491,0.807341798,0.597002516,0.377429215,16053.63812
416696,4655391,2863,30.40408622,871.0206502,0.039001696,1.570796371,-0.013013875,6.324215412,0.063625194,B,B,BB,0.212673863,0.161099412,0.352781241,0.793308244,0.853206579,0.841619449,0.803669104,0.619174921,0.394822106,14033.40048
